title,slug,city,location_name,target_date,target_extreme,target_unit,station_id,resolution_source_url,source_domain,description,target_day_of_year,target_day_of_year_sin,target_day_of_year_cos,target_month,target_is_weekend,target_is_max,station_latitude,station_longitude,station_elevation_m,station_country,station_id_hash,source_domain_hash,has_station_coordinates,forecast_provider,forecast_temp_max_c,forecast_temp_min_c,forecast_temp_mean_c,forecast_temp_spread_c,forecast_hourly_count,observation_provider,latest_observation_temp_c,latest_observation_dewpoint_c,latest_observation_pressure_hpa,latest_observation_wind_speed_mps,observation_age_hours
Highest temperature in Madrid on May 5?,highest-temperature-in-madrid-on-may-5-2026,Madrid,Adolfo Suárez Madrid-Barajas,2026-05-05,max,celsius,LEMD,https://www.wunderground.com/history/daily/es/madrid/LEMD,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Adolfo Suárez Madrid-Barajas Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Adolfo Suárez Madrid-Barajas Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/es/madrid/LEMD.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",125,0.8391377545563939,-0.5439189543287246,5,0,1,40.466,-3.555,589.0,ES,827,3181,1,open_meteo,20.1,10.6,15.0,9.500000000000002,24,,,,,,
Highest temperature in Singapore on May 4?,highest-temperature-in-singapore-on-may-4-2026,Singapore,Singapore Changi,2026-05-04,max,celsius,WSSS,https://www.wunderground.com/history/daily/sg/singapore/WSSS,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Singapore Changi Airport Station in degrees Celsius on 4 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Singapore Changi Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/sg/singapore/WSSS.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",124,0.848351197812304,-0.5294338912181853,5,0,1,1.368,103.982,17.0,SG,9398,3181,1,open_meteo,30.6,25.5,27.2,5.100000000000001,24,,,,,,
Highest temperature in Jeddah on May 5?,highest-temperature-in-jeddah-on-may-5-2026,Jeddah,King Abdulaziz International,2026-05-05,max,celsius,OEJN,https://www.wunderground.com/history/daily/sa/jeddah/OEJN,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the King Abdulaziz International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the King Abdulaziz International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/sa/jeddah/OEJN.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",125,0.8391377545563939,-0.5439189543287246,5,0,1,21.685,39.166,8.0,SA,1019,3181,1,open_meteo,34.1,25.0,28.7,9.100000000000001,24,,,,,,
Highest temperature in Jakarta on May 5?,highest-temperature-in-jakarta-on-may-5-2026,Jakarta,Halim Perdanakusuma Intl,2026-05-05,max,celsius,WIHH,https://www.wunderground.com/history/daily/id/jakarta/WIHH,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Halim Perdanakusuma Intl Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Halim Perdanakusuma Intl Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/id/jakarta/WIHH.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",125,0.8391377545563939,-0.5439189543287246,5,0,1,-6.267,106.891,26.0,ID,294,3181,1,open_meteo,30.2,23.5,25.7,6.699999999999999,24,,,,,,
Highest temperature in Jakarta on May 4?,highest-temperature-in-jakarta-on-may-4-2026,Jakarta,Halim Perdanakusuma Intl,2026-05-04,max,celsius,WIHH,https://www.wunderground.com/history/daily/id/jakarta/WIHH,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Halim Perdanakusuma Intl Airport Station in degrees Celsius on 4 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Halim Perdanakusuma Intl Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/id/jakarta/WIHH.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",124,0.848351197812304,-0.5294338912181853,5,0,1,-6.267,106.891,26.0,ID,294,3181,1,open_meteo,30.8,24.1,26.0,6.699999999999999,24,,,,,,
Highest temperature in Beijing on May 4?,highest-temperature-in-beijing-on-may-4-2026,Beijing,Beijing Capital International,2026-05-04,max,celsius,ZBAA,https://www.wunderground.com/history/daily/cn/beijing/ZBAA,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Beijing Capital International Airport Station in degrees Celsius on 4 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Beijing Capital International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/cn/beijing/ZBAA.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",124,0.848351197812304,-0.5294338912181853,5,0,1,40.082,116.603,31.0,CN,2399,3181,1,open_meteo,24.6,5.3,16.0,19.3,24,,,,,,
Highest temperature in Helsinki on May 5?,highest-temperature-in-helsinki-on-may-5-2026,Helsinki,Helsinki Vantaa,2026-05-05,max,celsius,EFHK,https://www.wunderground.com/history/daily/fi/vantaa/EFHK,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Helsinki Vantaa Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Helsinki Vantaa Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/fi/vantaa/EFHK.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",125,0.8391377545563939,-0.5439189543287246,5,0,1,60.327,24.957,56.0,FI,1218,3181,1,open_meteo,13.1,6.0,9.5,7.1,24,,,,,,
Highest temperature in Chongqing on May 4?,highest-temperature-in-chongqing-on-may-4-2026,Chongqing,Chongqing Jiangbei International,2026-05-04,max,celsius,ZUCK,https://www.wunderground.com/history/daily/cn/chongqing/ZUCK,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Chongqing Jiangbei International Airport Station in degrees Celsius on 4 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Chongqing Jiangbei International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/cn/chongqing/ZUCK.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",124,0.848351197812304,-0.5294338912181853,5,0,1,29.718,106.639,416.0,CN,9929,3181,1,open_meteo,24.9,14.4,19.1,10.499999999999998,24,,,,,,
Lowest temperature in Miami on May 6?,lowest-temperature-in-miami-on-may-6-2026,Miami,Miami Intl,2026-05-06,min,fahrenheit,KMIA,https://www.wunderground.com/history/daily/us/fl/miami/KMIA,wunderground.com,"This market will resolve to the temperature range that contains the lowest temperature recorded at the Miami Intl Airport Station in degrees Fahrenheit on 6 May '26.

The resolution source for this market will be information from Wunderground, specifically the lowest temperature recorded for all times on this day by the Forecast for the Miami Intl Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/us/fl/miami/KMIA.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Fahrenheit (eg, 21°F). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",126,0.8296770135526188,-0.5582437220268649,5,0,0,25.78806,-80.31692,1.0,US,488,3181,1,open_meteo,31.4,20.9,26.4,10.5,24,,,,,,
Highest temperature in Tel Aviv on May 5?,highest-temperature-in-tel-aviv-on-may-5-2026,Tel Aviv,Ben Gurion International Airport,2026-05-05,max,celsius,LLBG,https://www.weather.gov/wrh/timeseries?site=LLBG,weather.gov,"This market will resolve to the temperature range that contains the highest temperature recorded by NOAA at the Ben Gurion International Airport in degrees Celsius on 5 May '26.

The resolution source for this market will be information from NOAA, specifically the highest reading under the ""Temp"" column on the specified date once information is finalized for all hours on that date, available here: https://www.weather.gov/wrh/timeseries?site=LLBG

To toggle between Fahrenheit and Celsius, click the ""Switch to Metric Units"" button until the relevant table displays °C.

This market can not resolve to ""Yes"" until data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",125,0.8391377545563939,-0.5439189543287246,5,0,1,32.011,34.887,35.0,IL,1197,4546,1,open_meteo,20.6,15.6,17.7,5.000000000000002,24,,,,,,
Highest temperature in Ankara on May 5?,highest-temperature-in-ankara-on-may-5-2026,Ankara,Esenboğa Intl,2026-05-05,max,celsius,LTAC,https://www.wunderground.com/history/daily/tr/%C3%A7ubuk/LTAC,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Esenboğa Intl Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Esenboğa Intl Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/tr/%C3%A7ubuk/LTAC.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",125,0.8391377545563939,-0.5439189543287246,5,0,1,40.128,32.995,952.0,TR,9266,3181,1,open_meteo,12.1,0.8,6.4,11.299999999999999,24,,,,,,
Highest temperature in Madrid on May 4?,highest-temperature-in-madrid-on-may-4-2026,Madrid,Adolfo Suárez Madrid-Barajas,2026-05-04,max,celsius,LEMD,https://www.wunderground.com/history/daily/es/madrid/LEMD,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Adolfo Suárez Madrid-Barajas Airport Station in degrees Celsius on 4 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Adolfo Suárez Madrid-Barajas Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/es/madrid/LEMD.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",124,0.848351197812304,-0.5294338912181853,5,0,1,40.466,-3.555,589.0,ES,827,3181,1,open_meteo,20.4,11.7,15.8,8.7,24,,,,,,
Lowest temperature in Seoul on May 6?,lowest-temperature-in-seoul-on-may-6-2026,Seoul,Incheon Intl,2026-05-06,min,celsius,RKSI,https://www.wunderground.com/history/daily/kr/incheon/RKSI,wunderground.com,"This market will resolve to the temperature range that contains the lowest temperature recorded at the Incheon Intl Airport Station in degrees Celsius on 6 May '26.

The resolution source for this market will be information from Wunderground, specifically the lowest temperature recorded for all times on this day by the Forecast for the Incheon Intl Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/kr/incheon/RKSI.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",126,0.8296770135526188,-0.5582437220268649,5,0,0,37.469,126.451,7.0,KR,0,3181,1,open_meteo,14.9,12.4,13.5,2.5,24,,,,,,
Highest temperature in Mexico City on May 5?,highest-temperature-in-mexico-city-on-may-5-2026,Mexico City,Benito Juárez International,2026-05-05,max,celsius,MMMX,https://www.wunderground.com/history/daily/mx/mexico-city/MMMX,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Benito Juárez International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Benito Juárez International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/mx/mexico-city/MMMX.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",125,0.8391377545563939,-0.5439189543287246,5,0,1,19.436,-99.072,2224.0,MX,1542,3181,1,open_meteo,29.5,16.1,22.2,13.399999999999999,24,,,,,,
Lowest temperature in Hong Kong on May 6?,lowest-temperature-in-hong-kong-on-may-6-2026,Hong Kong,Hong Kong Observatory,2026-05-06,min,celsius,HKO,https://www.weather.gov.hk/en/cis/climat.htm,weather.gov.hk,"This market will resolve to the temperature range that contains the lowest temperature recorded by the Hong Kong Observatory in degrees Celsius on 6 May '26.

The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Min (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm

This market can not resolve to ""Yes"" until data for this date has been finalized.

The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",126,0.8296770135526188,-0.5582437220268649,5,0,0,22.301944,114.174167,32.0,HK,8459,9590,1,open_meteo,24.9,20.7,23.1,4.199999999999999,24,,,,,,
Highest temperature in Cape Town on May 5?,highest-temperature-in-cape-town-on-may-5-2026,Cape Town,Cape Town International,2026-05-05,max,celsius,FACT,https://www.wunderground.com/history/daily/za/matroosfontein/FACT,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Cape Town International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Cape Town International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/za/matroosfontein/FACT.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",125,0.8391377545563939,-0.5439189543287246,5,0,1,-33.965,18.602,48.0,ZA,6717,3181,1,open_meteo,17.4,9.5,12.9,7.899999999999999,24,,,,,,
Highest temperature in Buenos Aires on May 5?,highest-temperature-in-buenos-aires-on-may-5-2026,Buenos Aires,Minister Pistarini Intl,2026-05-05,max,celsius,SAEZ,https://www.wunderground.com/history/daily/ar/ezeiza/SAEZ,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Minister Pistarini Intl Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Minister Pistarini Intl Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/ar/ezeiza/SAEZ.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",125,0.8391377545563939,-0.5439189543287246,5,0,1,-34.822,-58.536,16.0,AR,4215,3181,1,open_meteo,23.4,12.3,17.1,11.099999999999998,24,,,,,,
Highest temperature in Miami on May 4?,highest-temperature-in-miami-on-may-4-2026,Miami,Miami Intl,2026-05-04,max,fahrenheit,KMIA,https://www.wunderground.com/history/daily/us/fl/miami/KMIA,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Miami Intl Airport Station in degrees Fahrenheit on 4 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Miami Intl Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/us/fl/miami/KMIA.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Fahrenheit (eg, 21°F). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",124,0.848351197812304,-0.5294338912181853,5,0,1,25.78806,-80.31692,1.0,US,488,3181,1,open_meteo,27.1,22.3,24.5,4.800000000000001,24,,,,,,
Highest temperature in Wuhan on May 5?,highest-temperature-in-wuhan-on-may-5-2026,Wuhan,Wuhan Tianhe International,2026-05-05,max,celsius,ZHHH,https://www.wunderground.com/history/daily/cn/wuhan/ZHHH,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Wuhan Tianhe International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Wuhan Tianhe International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/cn/wuhan/ZHHH.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",125,0.8391377545563939,-0.5439189543287246,5,0,1,30.783,114.205,33.0,CN,2447,3181,1,open_meteo,28.1,15.9,21.8,12.200000000000001,24,,,,,,
Highest temperature in Paris on May 5?,highest-temperature-in-paris-on-may-5-2026,Paris,Paris-Le Bourget,2026-05-05,max,celsius,LFPB,https://www.wunderground.com/history/daily/fr/bonneuil-en-france/LFPB,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Paris-Le Bourget Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Paris-Le Bourget Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/fr/bonneuil-en-france/LFPB.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",125,0.8391377545563939,-0.5439189543287246,5,0,1,48.967,2.428,50.0,FR,8545,3181,1,open_meteo,14.9,12.7,13.8,2.200000000000001,24,,,,,,
Highest temperature in Lucknow on May 5?,highest-temperature-in-lucknow-on-may-5-2026,Lucknow,Chaudhary Charan Singh Intl,2026-05-05,max,celsius,VILK,https://www.wunderground.com/history/daily/in/lucknow/VILK,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Chaudhary Charan Singh Intl Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Chaudhary Charan Singh Intl Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/in/lucknow/VILK.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",125,0.8391377545563939,-0.5439189543287246,5,0,1,26.761,80.889,121.0,IN,8756,3181,1,open_meteo,30.4,22.0,25.0,8.399999999999999,24,,,,,,
Lowest temperature in Seoul on May 5?,lowest-temperature-in-seoul-on-may-5-2026,Seoul,Incheon Intl,2026-05-05,min,celsius,RKSI,https://www.wunderground.com/history/daily/kr/incheon/RKSI,wunderground.com,"This market will resolve to the temperature range that contains the lowest temperature recorded at the Incheon Intl Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the lowest temperature recorded for all times on this day by the Forecast for the Incheon Intl Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/kr/incheon/RKSI.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",125,0.8391377545563939,-0.5439189543287246,5,0,0,37.469,126.451,7.0,KR,0,3181,1,open_meteo,13.9,11.1,12.3,2.8000000000000007,24,,,,,,
Lowest temperature in Shanghai on May 5?,lowest-temperature-in-shanghai-on-may-5-2026,Shanghai,Shanghai Pudong International,2026-05-05,min,celsius,ZSPD,https://www.wunderground.com/history/daily/cn/shanghai/ZSPD,wunderground.com,"This market will resolve to the temperature range that contains the lowest temperature recorded at the Shanghai Pudong International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the lowest temperature recorded for all times on this day by the Forecast for the Shanghai Pudong International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/cn/shanghai/ZSPD.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",125,0.8391377545563939,-0.5439189543287246,5,0,0,31.146,121.8,4.0,CN,4838,3181,1,open_meteo,23.9,15.4,19.1,8.499999999999998,24,,,,,,
Highest temperature in Seattle on May 5?,highest-temperature-in-seattle-on-may-5-2026,Seattle,Seattle-Tacoma International,2026-05-05,max,fahrenheit,KSEA,https://www.wunderground.com/history/daily/us/wa/seatac/KSEA,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Seattle-Tacoma International Airport Station in degrees Fahrenheit on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Seattle-Tacoma International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/us/wa/seatac/KSEA.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Fahrenheit (eg, 21°F). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",125,0.8391377545563939,-0.5439189543287246,5,0,1,47.44467,-122.31442,115.0,US,8970,3181,1,open_meteo,21.2,11.2,15.5,10.0,24,,,,,,
Highest temperature in Karachi on May 5?,highest-temperature-in-karachi-on-may-5-2026,Karachi,Masroor Airbase,2026-05-05,max,celsius,OPKC,https://www.wunderground.com/history/daily/pk/karachi/OPKC,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Masroor Airbase Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Masroor Airbase Station once information is finalized, available here: https://www.wunderground.com/history/daily/pk/karachi/OPKC.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",125,0.8391377545563939,-0.5439189543287246,5,0,1,24.902,67.139,20.0,PK,1957,3181,1,open_meteo,37.9,27.5,31.4,10.399999999999999,24,,,,,,
Highest temperature in Austin on May 5?,highest-temperature-in-austin-on-may-5-2026,Austin,Austin-Bergstrom International,2026-05-05,max,fahrenheit,KAUS,https://www.wunderground.com/history/daily/us/tx/austin/KAUS,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Austin-Bergstrom International Airport Station in degrees Fahrenheit on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Austin-Bergstrom International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/us/tx/austin/KAUS.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Fahrenheit (eg, 21°F). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",125,0.8391377545563939,-0.5439189543287246,5,0,1,30.1831,-97.68063,148.0,US,2901,3181,1,open_meteo,27.6,21.2,23.9,6.400000000000002,24,,,,,,
