event_id,event_slug,event_title,event_volume,market_id,condition_id,market_slug,question,group_item_title,outcomes,outcome_prices,clob_token_ids,yes_price,no_price,yes_token_id,no_token_id,best_bid,best_ask,spread,market_volume,liquidity,neg_risk,active,closed,accepting_orders,end_date,matched_prediction_slug,prediction_c,prediction_model,interval_lower,interval_upper,interval_unit,fair_yes_probability,fair_no_probability,yes_buy_price,no_buy_price,yes_fee_per_share,no_fee_per_share,yes_net_edge,no_net_edge,strategy_version,model_sigma_c,visible_bucket_count,visible_bucket_rank,visible_top_bucket,visible_top_bucket_probability,is_visible_top_bucket,is_near_visible_top_bucket,decision_reason,risk_flags,paper_side,paper_price,paper_fair_probability,paper_net_edge,paper_decision_score,suggested_max_stake_usdc,market_has_ended,reason
443287,lowest-temperature-in-tokyo-on-may-5-2026,Lowest temperature in Tokyo on May 5?,6856.316183,2144633,0xf0c7423b995c4f63a1b76477df13c228e57a5b57fb38be19b141691fb23eee86,lowest-temperature-in-tokyo-on-may-5-2026-13c,Will the lowest temperature in Tokyo be 13°C on May 5?,13°C,"[""Yes"", ""No""]","[0.34, 0.66]","[""39923045709012057543589990606331430008290482045118620499059388514446892372219"", ""112591486836257200137231870103531984409643452207884895153231390574329669729274""]",0.34,0.66,39923045709012057543589990606331430008290482045118620499059388514446892372219,112591486836257200137231870103531984409643452207884895153231390574329669729274,0.26,0.42,0.16,88.70441100000001,147.3767,1,1,0,1,2026-05-05T12:00:00Z,lowest-temperature-in-tokyo-on-may-5-2026,11.758565114341337,sklearn_hist_gradient_boosting_bias_corrector,12.5,13.5,celsius,0.187721,0.812279,0.42,0.74,0.01218,0.00962,-0.244459,0.062659,betting_v2_conservative,1.5,5,3,12°C,0.257879,0,0,spread too wide,wide spread,NO_TRADE,,,,,,0,spread too wide
443287,lowest-temperature-in-tokyo-on-may-5-2026,Lowest temperature in Tokyo on May 5?,6856.316183,2144636,0x10ca47766cc4030ed6b17d3b67e23d023a332b09ec20e9595b4d9b47a8f598c7,lowest-temperature-in-tokyo-on-may-5-2026-15c,Will the lowest temperature in Tokyo be 15°C on May 5?,15°C,"[""Yes"", ""No""]","[0.17, 0.83]","[""26781687400368386332861707640576037018021732875619954406146530760235496936775"", ""97891403001925071417692118207559500891721917592879614409930661393506657640058""]",0.17,0.83,26781687400368386332861707640576037018021732875619954406146530760235496936775,97891403001925071417692118207559500891721917592879614409930661393506657640058,0.02,0.32,0.3,222.87458800000002,119.2478,1,1,0,1,2026-05-05T12:00:00Z,lowest-temperature-in-tokyo-on-may-5-2026,11.758565114341337,sklearn_hist_gradient_boosting_bias_corrector,14.5,15.5,celsius,0.027493,0.972507,0.32,0.98,0.01088,0.00098,-0.303387,-0.008473,betting_v2_conservative,1.5,5,5,12°C,0.257879,0,0,spread too wide,wide spread,NO_TRADE,,,,,,0,spread too wide
443287,lowest-temperature-in-tokyo-on-may-5-2026,Lowest temperature in Tokyo on May 5?,6856.316183,2144632,0xd490b8ddb463f1f892c0a9147bb59fcf7f91efeca022a4aee12d69a3026cd911,lowest-temperature-in-tokyo-on-may-5-2026-12c,Will the lowest temperature in Tokyo be 12°C on May 5?,12°C,"[""Yes"", ""No""]","[0.1395, 0.8605]","[""83738716027066683403643882779222505784253034277135006339115131204017402687614"", ""1729389511657186436274754240176258733372780297954718722136162549048252629612""]",0.1395,0.8605,83738716027066683403643882779222505784253034277135006339115131204017402687614,1729389511657186436274754240176258733372780297954718722136162549048252629612,0.06,0.219,0.159,299.56098099999997,121.54188,1,1,0,1,2026-05-05T12:00:00Z,lowest-temperature-in-tokyo-on-may-5-2026,11.758565114341337,sklearn_hist_gradient_boosting_bias_corrector,11.5,12.5,celsius,0.257879,0.742121,0.219,0.94,0.008552,0.00282,0.030327,-0.200699,betting_v2_conservative,1.5,5,1,12°C,0.257879,1,1,spread too wide,model top bucket; wide spread,NO_TRADE,,,,,,0,spread too wide
443287,lowest-temperature-in-tokyo-on-may-5-2026,Lowest temperature in Tokyo on May 5?,6856.316183,2144631,0x418cb3e149742f09224eb70ab8893c94fdfdc6be446c04c95296af303674da5c,lowest-temperature-in-tokyo-on-may-5-2026-11c,Will the lowest temperature in Tokyo be 11°C on May 5?,11°C,"[""Yes"", ""No""]","[0.0245, 0.9755]","[""89367355357264920354178440170054095491402834025719610513822469312462953247385"", ""106941037278915040458289967985793091885233332232396828649334777894927469453458""]",0.0245,0.9755,89367355357264920354178440170054095491402834025719610513822469312462953247385,106941037278915040458289967985793091885233332232396828649334777894927469453458,0.01,0.039,0.029,439.71,282.82214,1,1,0,1,2026-05-05T12:00:00Z,lowest-temperature-in-tokyo-on-may-5-2026,11.758565114341337,sklearn_hist_gradient_boosting_bias_corrector,10.5,11.5,celsius,0.230848,0.769152,0.039,0.99,0.001874,0.000495,0.189974,-0.221343,betting_v2_conservative,1.5,5,2,12°C,0.257879,0,1,BUY_YES: our bucket probability is above market ask after fee; rank 2 of 5,,BUY_YES,0.039,0.230848,0.189974,0.189974,5.0,0,BUY_YES: our bucket probability is above market ask after fee; rank 2 of 5
439948,highest-temperature-in-dallas-on-may-4-2026,Highest temperature in Dallas on May 4?,31953.352340000005,2137239,0x820ee21ff2225498fdb8b7323fc11d826b3315a572ae1756d37b5f3ff209af40,highest-temperature-in-dallas-on-may-4-2026-72forhigher,Will the highest temperature in Dallas be 72°F or higher on May 4?,72°F or higher,"[""Yes"", ""No""]","[0.9995, 0.0005]","[""71925299386321992047032811141383768372958952737347666313544694494082177646188"", ""13479753286222743483618138627623735985215954357007545209998795336273199091934""]",0.9995,0.0005,71925299386321992047032811141383768372958952737347666313544694494082177646188,13479753286222743483618138627623735985215954357007545209998795336273199091934,0.999,1.0,0.001,12595.363047000008,104187.74555,1,1,0,1,2026-05-04T12:00:00Z,,,,71.5,,fahrenheit,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
439948,highest-temperature-in-dallas-on-may-4-2026,Highest temperature in Dallas on May 4?,31953.352340000005,2137237,0x310aa74780925eb7d52bc1e83212d95b1f289c1af54cbafd5787c0500e173f61,highest-temperature-in-dallas-on-may-4-2026-68-69f,Will the highest temperature in Dallas be between 68-69°F on May 4?,68-69°F,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""40246627951712058729712570942464657574819167998330640877988898480674954623840"", ""8635879174206006499909004707037186331931139614783225208108067671727959977558""]",0.0005,0.9995,40246627951712058729712570942464657574819167998330640877988898480674954623840,8635879174206006499909004707037186331931139614783225208108067671727959977558,,0.001,0.001,2241.369,78220.93578,1,1,0,1,2026-05-04T12:00:00Z,,,,68.0,70.0,fahrenheit,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
439948,highest-temperature-in-dallas-on-may-4-2026,Highest temperature in Dallas on May 4?,31953.352340000005,2137238,0x5ee96cc2ee257fd439446f3761821ce9d01eaffb4ccc93411f7c581cf268ae60,highest-temperature-in-dallas-on-may-4-2026-70-71f,Will the highest temperature in Dallas be between 70-71°F on May 4?,70-71°F,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""84099885283597645291439152753206687410100094930693372846571112035991583729783"", ""104788680526288789529848428113444193711560508239728424047404439105324312468378""]",0.0005,0.9995,84099885283597645291439152753206687410100094930693372846571112035991583729783,104788680526288789529848428113444193711560508239728424047404439105324312468378,,0.001,0.001,6272.454140999997,110770.10311,1,1,0,1,2026-05-04T12:00:00Z,,,,70.0,72.0,fahrenheit,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
443289,lowest-temperature-in-hong-kong-on-may-5-2026,Lowest temperature in Hong Kong on May 5?,6449.707982,2144648,0x815d28fe55bb4ef431262ca814dccba2cbe582174001a8ade5b7ff1be2ec468a,lowest-temperature-in-hong-kong-on-may-5-2026-20c,Will the lowest temperature in Hong Kong be 20°C on May 5?,20°C,"[""Yes"", ""No""]","[0.53, 0.47]","[""49556958122471379483495031622324273603167994477474976896100929526109255750375"", ""25343438181145611614327111580193832414349978766838817194956924812185592585135""]",0.53,0.47,49556958122471379483495031622324273603167994477474976896100929526109255750375,25343438181145611614327111580193832414349978766838817194956924812185592585135,0.44,0.62,0.18,458.53612399999986,207.7266,1,1,0,1,2026-05-05T12:00:00Z,lowest-temperature-in-hong-kong-on-may-5-2026,18.99426475449078,sklearn_hist_gradient_boosting_bias_corrector,19.5,20.5,celsius,0.210267,0.789733,0.62,0.56,0.01178,0.01232,-0.421513,0.217413,betting_v2_conservative,1.5,5,3,19°C,0.261115,0,1,spread too wide,wide spread,NO_TRADE,,,,,,0,spread too wide
443289,lowest-temperature-in-hong-kong-on-may-5-2026,Lowest temperature in Hong Kong on May 5?,6449.707982,2144649,0xd98ab358343cfc31604dd97ac004c7be093b5c76945b76c6716f689fadc608a2,lowest-temperature-in-hong-kong-on-may-5-2026-21c,Will the lowest temperature in Hong Kong be 21°C on May 5?,21°C,"[""Yes"", ""No""]","[0.475, 0.525]","[""90707867645050779118747481510451444403447946041149761901772479739579505345941"", ""21848612124730797350088303608978326352432356110881889077036909276273681162431""]",0.475,0.525,90707867645050779118747481510451444403447946041149761901772479739579505345941,21848612124730797350088303608978326352432356110881889077036909276273681162431,0.29,0.66,0.37,63.373288,187.3135,1,1,0,1,2026-05-05T12:00:00Z,lowest-temperature-in-hong-kong-on-may-5-2026,18.99426475449078,sklearn_hist_gradient_boosting_bias_corrector,20.5,21.5,celsius,0.110321,0.889679,0.66,0.71,0.01122,0.010295,-0.560899,0.169384,betting_v2_conservative,1.5,5,4,19°C,0.261115,0,0,spread too wide,wide spread,NO_TRADE,,,,,,0,spread too wide
443289,lowest-temperature-in-hong-kong-on-may-5-2026,Lowest temperature in Hong Kong on May 5?,6449.707982,2144650,0xbeb8dda561ef33a82968222007944854a34ea6a573f92edb7384bb0220155aa8,lowest-temperature-in-hong-kong-on-may-5-2026-22c,Will the lowest temperature in Hong Kong be 22°C on May 5?,22°C,"[""Yes"", ""No""]","[0.04, 0.96]","[""6634237308094695892966122412338476895126324214189379839577915196761399059568"", ""81096552478805801935928351271700404392771000173992292611256957052266282738652""]",0.04,0.96,6634237308094695892966122412338476895126324214189379839577915196761399059568,81096552478805801935928351271700404392771000173992292611256957052266282738652,0.02,0.06,0.04,651.682866,210.0367,1,1,0,1,2026-05-05T12:00:00Z,lowest-temperature-in-hong-kong-on-may-5-2026,18.99426475449078,sklearn_hist_gradient_boosting_bias_corrector,21.5,22.5,celsius,0.037696,0.962304,0.06,0.98,0.00282,0.00098,-0.025124,-0.018676,betting_v2_conservative,1.5,5,5,19°C,0.261115,0,0,BUY_YES edge below threshold; BUY_NO edge below threshold,,NO_TRADE,,,,,,0,BUY_YES edge below threshold; BUY_NO edge below threshold
443289,lowest-temperature-in-hong-kong-on-may-5-2026,Lowest temperature in Hong Kong on May 5?,6449.707982,2144647,0xa4b26470b6256311b636d9f87d2da59010b2d316ef5907b339fa1f58e0c6598d,lowest-temperature-in-hong-kong-on-may-5-2026-19c,Will the lowest temperature in Hong Kong be 19°C on May 5?,19°C,"[""Yes"", ""No""]","[0.0395, 0.9605]","[""28264462520565211828744315217704901625474165819677360312955857042561612730739"", ""32913484051795828789194679827571076539042303670210097830509879429375510430634""]",0.0395,0.9605,28264462520565211828744315217704901625474165819677360312955857042561612730739,32913484051795828789194679827571076539042303670210097830509879429375510430634,0.011,0.068,0.057,254.60843299999996,207.86643,1,1,0,1,2026-05-05T12:00:00Z,lowest-temperature-in-hong-kong-on-may-5-2026,18.99426475449078,sklearn_hist_gradient_boosting_bias_corrector,18.5,19.5,celsius,0.261115,0.738885,0.068,0.989,0.003169,0.000544,0.189947,-0.250659,betting_v2_conservative,1.5,5,1,19°C,0.261115,1,1,BUY_YES: our bucket probability is above market ask after fee; rank 1 of 5,model top bucket; wide spread,BUY_YES,0.068,0.261115,0.189947,0.189947,5.0,0,BUY_YES: our bucket probability is above market ask after fee; rank 1 of 5
443289,lowest-temperature-in-hong-kong-on-may-5-2026,Lowest temperature in Hong Kong on May 5?,6449.707982,2144646,0x582a0de01cc7e5a269d9aea28d7ef164bcf85ebf2d43845e0eeaa38fa403132d,lowest-temperature-in-hong-kong-on-may-5-2026-18c,Will the lowest temperature in Hong Kong be 18°C on May 5?,18°C,"[""Yes"", ""No""]","[0.0065, 0.9935]","[""28046824222474747191299696502935818986806599236981208561105118362865129227606"", ""19368642247737085763754470046761676348641543482650967019248840245380378291387""]",0.0065,0.9935,28046824222474747191299696502935818986806599236981208561105118362865129227606,19368642247737085763754470046761676348641543482650967019248840245380378291387,0.003,0.01,0.007,36.1517,170.67033,1,1,0,1,2026-05-05T12:00:00Z,lowest-temperature-in-hong-kong-on-may-5-2026,18.99426475449078,sklearn_hist_gradient_boosting_bias_corrector,17.5,18.5,celsius,0.211303,0.788697,0.01,0.997,0.000495,0.00015,0.200808,-0.208453,betting_v2_conservative,1.5,5,2,19°C,0.261115,0,1,BUY_YES: our bucket probability is above market ask after fee; rank 2 of 5,,BUY_YES,0.01,0.211303,0.200808,0.200808,5.0,0,BUY_YES: our bucket probability is above market ask after fee; rank 2 of 5
446704,lowest-temperature-in-hong-kong-on-may-6-2026,Lowest temperature in Hong Kong on May 6?,5475.505469,2152601,0xea5dceeaf1a94ef159b9ac4dafe13517b795b5ca1faafd4ad25198b4828ef66d,lowest-temperature-in-hong-kong-on-may-6-2026-22c,Will the lowest temperature in Hong Kong be 22°C on May 6?,22°C,"[""Yes"", ""No""]","[0.275, 0.725]","[""23021523258655726438736097077231857497934294544510848852584362261900823444953"", ""72485473408236374290554709679477339081316962899312050083670815183443044283983""]",0.275,0.725,23021523258655726438736097077231857497934294544510848852584362261900823444953,72485473408236374290554709679477339081316962899312050083670815183443044283983,0.22,0.33,0.11,14.060604999999999,274.6403,1,1,0,1,2026-05-06T12:00:00Z,lowest-temperature-in-hong-kong-on-may-6-2026,20.620152347444535,sklearn_hist_gradient_boosting_bias_corrector,21.5,22.5,celsius,0.173687,0.826313,0.33,0.78,0.011055,0.00858,-0.167368,0.037733,betting_v2_conservative,1.5,5,2,21°C,0.253174,0,0,spread too wide,wide spread,NO_TRADE,,,,,,0,spread too wide
446704,lowest-temperature-in-hong-kong-on-may-6-2026,Lowest temperature in Hong Kong on May 6?,5475.505469,2152602,0xadd7a1a0a0bbeef20274a1ea84fdfe46a649b449528df2648c3d787484a7baea,lowest-temperature-in-hong-kong-on-may-6-2026-23c,Will the lowest temperature in Hong Kong be 23°C on May 6?,23°C,"[""Yes"", ""No""]","[0.275, 0.725]","[""25325168656829426258709599318265458305351641356386483613435775829641078690143"", ""30084172532639431301983679427124212107719069218656801334205557006080120200892""]",0.275,0.725,25325168656829426258709599318265458305351641356386483613435775829641078690143,30084172532639431301983679427124212107719069218656801334205557006080120200892,0.24,0.31,0.07,44.800732,262.3239,1,1,0,1,2026-05-06T12:00:00Z,lowest-temperature-in-hong-kong-on-may-6-2026,20.620152347444535,sklearn_hist_gradient_boosting_bias_corrector,22.5,23.5,celsius,0.077625,0.922375,0.31,0.76,0.010695,0.00912,-0.24307,0.153255,betting_v2_conservative,1.5,5,3,21°C,0.253174,0,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 21°C,wide spread,BUY_NO,0.76,0.922375,0.153255,0.153255,5.0,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 21°C
446704,lowest-temperature-in-hong-kong-on-may-6-2026,Lowest temperature in Hong Kong on May 6?,5475.505469,2152603,0x688e95d74482f9c5690520a2cada888608b893c32292836c24f650049d83425a,lowest-temperature-in-hong-kong-on-may-6-2026-24c,Will the lowest temperature in Hong Kong be 24°C on May 6?,24°C,"[""Yes"", ""No""]","[0.25, 0.75]","[""87515930010394290730054980500172687315968938546255784452537108330704093696086"", ""45270933094720143021582873481289136062352665415890242133746123978800903737043""]",0.25,0.75,87515930010394290730054980500172687315968938546255784452537108330704093696086,45270933094720143021582873481289136062352665415890242133746123978800903737043,0.2,0.3,0.1,30.839908,532.0775,1,1,0,1,2026-05-06T12:00:00Z,lowest-temperature-in-hong-kong-on-may-6-2026,20.620152347444535,sklearn_hist_gradient_boosting_bias_corrector,23.5,24.5,celsius,0.022588,0.977412,0.3,0.8,0.0105,0.008,-0.287912,0.169412,betting_v2_conservative,1.5,5,4,21°C,0.253174,0,0,spread too wide,wide spread,NO_TRADE,,,,,,0,spread too wide
446704,lowest-temperature-in-hong-kong-on-may-6-2026,Lowest temperature in Hong Kong on May 6?,5475.505469,2152600,0x7354be99e0b997801723099856107a94b889bc63eee54bc2184d423bfa005d3a,lowest-temperature-in-hong-kong-on-may-6-2026-21c,Will the lowest temperature in Hong Kong be 21°C on May 6?,21°C,"[""Yes"", ""No""]","[0.12, 0.88]","[""104244806597180790589958361403664038262761239152982578437011362553273358935096"", ""65571164990419354075410013661858295960663798948953470459004018246404683590852""]",0.12,0.88,104244806597180790589958361403664038262761239152982578437011362553273358935096,65571164990419354075410013661858295960663798948953470459004018246404683590852,0.09,0.15,0.06,167.311402,508.6712,1,1,0,1,2026-05-06T12:00:00Z,lowest-temperature-in-hong-kong-on-may-6-2026,20.620152347444535,sklearn_hist_gradient_boosting_bias_corrector,20.5,21.5,celsius,0.253174,0.746826,0.15,0.91,0.006375,0.004095,0.096799,-0.167269,betting_v2_conservative,1.5,5,1,21°C,0.253174,1,1,BUY_YES: our bucket probability is above market ask after fee; rank 1 of 5,model top bucket; wide spread,BUY_YES,0.15,0.253174,0.096799,0.096799,4.84,0,BUY_YES: our bucket probability is above market ask after fee; rank 1 of 5
446704,lowest-temperature-in-hong-kong-on-may-6-2026,Lowest temperature in Hong Kong on May 6?,5475.505469,2152604,0x14c41196601de5c5856280e1956a43d4606a55c5190d8d708d9746c565c76c29,lowest-temperature-in-hong-kong-on-may-6-2026-25c,Will the lowest temperature in Hong Kong be 25°C on May 6?,25°C,"[""Yes"", ""No""]","[0.0405, 0.9595]","[""46488545280273736699244435603184107472381084138303790405282035961707186863869"", ""59572409815416876284022250424048808594838667548877655160764194673765355337041""]",0.0405,0.9595,46488545280273736699244435603184107472381084138303790405282035961707186863869,59572409815416876284022250424048808594838667548877655160764194673765355337041,0.002,0.079,0.077,273.64,434.53432,1,1,0,1,2026-05-06T12:00:00Z,lowest-temperature-in-hong-kong-on-may-6-2026,20.620152347444535,sklearn_hist_gradient_boosting_bias_corrector,24.5,25.5,celsius,0.004276,0.995724,0.079,0.998,0.003638,0.0001,-0.078362,-0.002376,betting_v2_conservative,1.5,5,5,21°C,0.253174,0,0,BUY_YES edge below threshold; BUY_NO edge below threshold,wide spread,NO_TRADE,,,,,,0,BUY_YES edge below threshold; BUY_NO edge below threshold
443344,highest-temperature-in-cape-town-on-may-5-2026,Highest temperature in Cape Town on May 5?,7266.748194,2145187,0xfeeb05a8bce3fd96cd74d9feec9a49a6e05729655672416545b2f896b9661532,highest-temperature-in-cape-town-on-may-5-2026-18c,Will the highest temperature in Cape Town be 18°C on May 5?,18°C,"[""Yes"", ""No""]","[0.455, 0.545]","[""32543534612531805316860006440351892775847530556959651481460918460809850195961"", ""104564632717596389619267690265387921270046332054634323641874796558191924898325""]",0.455,0.545,32543534612531805316860006440351892775847530556959651481460918460809850195961,104564632717596389619267690265387921270046332054634323641874796558191924898325,0.44,0.47,0.03,326.11013999999994,1140.2791,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-cape-town-on-may-5-2026,16.18704046534468,sklearn_hist_gradient_boosting_bias_corrector,17.5,18.5,celsius,0.129164,0.870836,0.47,0.56,0.012455,0.01232,-0.353291,0.298516,betting_v2_conservative,1.5,5,4,16°C,0.259169,0,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 16°C,,BUY_NO,0.56,0.870836,0.298516,0.298516,5.0,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 16°C
443344,highest-temperature-in-cape-town-on-may-5-2026,Highest temperature in Cape Town on May 5?,7266.748194,2145188,0x59745b83e673b5950ba0b9fa50cd02a4530c11487529d2ab50d0af90d4b5eba9,highest-temperature-in-cape-town-on-may-5-2026-19corhigher,Will the highest temperature in Cape Town be 19°C or higher on May 5?,19°C or higher,"[""Yes"", ""No""]","[0.285, 0.715]","[""2572642766185369129458432401197533151471254252336630052345472603146174222027"", ""23381321314509146725440489447743717812789197983029802893144831928005480766384""]",0.285,0.715,2572642766185369129458432401197533151471254252336630052345472603146174222027,23381321314509146725440489447743717812789197983029802893144831928005480766384,0.27,0.3,0.03,479.23171299999996,364.2185,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-cape-town-on-may-5-2026,16.18704046534468,sklearn_hist_gradient_boosting_bias_corrector,18.5,,celsius,0.06154,0.93846,0.3,0.73,0.0105,0.009855,-0.24896,0.198605,betting_v2_conservative,1.5,5,5,16°C,0.259169,0,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 16°C,,BUY_NO,0.73,0.93846,0.198605,0.198605,5.0,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 16°C
443344,highest-temperature-in-cape-town-on-may-5-2026,Highest temperature in Cape Town on May 5?,7266.748194,2145186,0x7a33cb55165fbeb07113bb8b32ca7eb6b775b74d480b3b746363ad2860fa2ff5,highest-temperature-in-cape-town-on-may-5-2026-17c,Will the highest temperature in Cape Town be 17°C on May 5?,17°C,"[""Yes"", ""No""]","[0.205, 0.795]","[""25145077564437650165271460141752208755131477439713733680037071062489162220589"", ""40325163035985447151696075394258650296567746004706642736353109336020306733028""]",0.205,0.795,25145077564437650165271460141752208755131477439713733680037071062489162220589,40325163035985447151696075394258650296567746004706642736353109336020306733028,0.19,0.22,0.03,362.5290289999999,1138.6542,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-cape-town-on-may-5-2026,16.18704046534468,sklearn_hist_gradient_boosting_bias_corrector,16.5,17.5,celsius,0.226661,0.773339,0.22,0.81,0.00858,0.007695,-0.001919,-0.044356,betting_v2_conservative,1.5,5,2,16°C,0.259169,0,1,BUY_YES edge below threshold; BUY_NO edge below threshold,,NO_TRADE,,,,,,0,BUY_YES edge below threshold; BUY_NO edge below threshold
443344,highest-temperature-in-cape-town-on-may-5-2026,Highest temperature in Cape Town on May 5?,7266.748194,2145185,0x539f392d6d459f09c4f0ff1797b862d7268602ae3dc0f4a8dec1c46cee3f137d,highest-temperature-in-cape-town-on-may-5-2026-16c,Will the highest temperature in Cape Town be 16°C on May 5?,16°C,"[""Yes"", ""No""]","[0.09, 0.91]","[""45560248243676629762619074847294432917292486113858436552551671829012415274526"", ""14300826172715041084359170815475999469120004527092360178954713809986574271854""]",0.09,0.91,45560248243676629762619074847294432917292486113858436552551671829012415274526,14300826172715041084359170815475999469120004527092360178954713809986574271854,0.08,0.1,0.02,525.545298,1213.2251,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-cape-town-on-may-5-2026,16.18704046534468,sklearn_hist_gradient_boosting_bias_corrector,15.5,16.5,celsius,0.259169,0.740831,0.1,0.92,0.0045,0.00368,0.154669,-0.182849,betting_v2_conservative,1.5,5,1,16°C,0.259169,1,1,BUY_YES: our bucket probability is above market ask after fee; rank 1 of 5,model top bucket,BUY_YES,0.1,0.259169,0.154669,0.154669,5.0,0,BUY_YES: our bucket probability is above market ask after fee; rank 1 of 5
443344,highest-temperature-in-cape-town-on-may-5-2026,Highest temperature in Cape Town on May 5?,7266.748194,2145184,0x8c9e01382488d909a832d26e0559e7b8f32129c8d2a9463230f0740921a38f69,highest-temperature-in-cape-town-on-may-5-2026-15c,Will the highest temperature in Cape Town be 15°C on May 5?,15°C,"[""Yes"", ""No""]","[0.016, 0.984]","[""108389464602104413624116076626024954271130286725576774137162518453623886715801"", ""23630613547922148964836153121948114084746140334828451787106130837663978580346""]",0.016,0.984,108389464602104413624116076626024954271130286725576774137162518453623886715801,23630613547922148964836153121948114084746140334828451787106130837663978580346,0.012,0.02,0.008,715.046306,1969.73976,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-cape-town-on-may-5-2026,16.18704046534468,sklearn_hist_gradient_boosting_bias_corrector,14.5,15.5,celsius,0.193107,0.806893,0.02,0.988,0.00098,0.000593,0.172127,-0.1817,betting_v2_conservative,1.5,5,3,16°C,0.259169,0,0,BUY_YES: our bucket probability is above market ask after fee; rank 3 of 5,,BUY_YES,0.02,0.193107,0.172127,0.172127,5.0,0,BUY_YES: our bucket probability is above market ask after fee; rank 3 of 5
443340,highest-temperature-in-kuala-lumpur-on-may-5-2026,Highest temperature in Kuala Lumpur on May 5?,7232.664508,2145141,0x8befbbddc81e07545f15dec9979953ccb192add496ef1ce3d714be0a0d3ec565,highest-temperature-in-kuala-lumpur-on-may-5-2026-33c,Will the highest temperature in Kuala Lumpur be 33°C on May 5?,33°C,"[""Yes"", ""No""]","[0.33, 0.67]","[""92780838527641413520585477455346920817219686701410244243409310577467451132943"", ""33628205802035402469087975470854226788939905580155820326854424979610829802640""]",0.33,0.67,92780838527641413520585477455346920817219686701410244243409310577467451132943,33628205802035402469087975470854226788939905580155820326854424979610829802640,0.31,0.35,0.04,397.85653599999995,332.9235,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-kuala-lumpur-on-may-5-2026,32.00731650824123,sklearn_hist_gradient_boosting_bias_corrector,32.5,33.5,celsius,0.211445,0.788555,0.35,0.69,0.011375,0.010695,-0.14993,0.08786,betting_v2_conservative,1.5,5,2,32°C,0.261114,0,1,BUY_YES edge below threshold; BUY_NO blocked: bucket is near model top bucket,,NO_TRADE,,,,,,0,BUY_YES edge below threshold; BUY_NO blocked: bucket is near model top bucket
443340,highest-temperature-in-kuala-lumpur-on-may-5-2026,Highest temperature in Kuala Lumpur on May 5?,7232.664508,2145142,0xeb3a9d6595f766abe1ccac3df69df34c631368a17642c6386aaf942a727c7fff,highest-temperature-in-kuala-lumpur-on-may-5-2026-34c,Will the highest temperature in Kuala Lumpur be 34°C on May 5?,34°C,"[""Yes"", ""No""]","[0.31, 0.69]","[""46861786148542075988622595403600245297123411317741671456534594511330323358654"", ""6138946480555183912250416904127347966009659304251072527184673445619557927716""]",0.31,0.69,46861786148542075988622595403600245297123411317741671456534594511330323358654,6138946480555183912250416904127347966009659304251072527184673445619557927716,0.29,0.33,0.04,180.579155,289.1637,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-kuala-lumpur-on-may-5-2026,32.00731650824123,sklearn_hist_gradient_boosting_bias_corrector,33.5,34.5,celsius,0.111561,0.888439,0.33,0.71,0.011055,0.010295,-0.229494,0.168144,betting_v2_conservative,1.5,5,4,32°C,0.261114,0,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 32°C,,BUY_NO,0.71,0.888439,0.168144,0.168144,5.0,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 32°C
